issf_core_id,geographic_scope_type,year,selected_theme_issue_id,theme_issue_value_id,theme_issue_id,theme_issue_category,country,region
249,National,2009,1352,133,182,Social/Cultural,Montserrat,Latin America & The Caribbean
249,National,2009,1352,133,182,Social/Cultural,Turks and Caicos Is.,Latin America & The Caribbean
249,National,2009,1352,133,182,Social/Cultural,Virgin Islands (British),Europe
249,National,2009,1353,141,183,Governance,Anguilla,Latin America & The Caribbean
249,National,2009,1353,141,183,Governance,Montserrat,Latin America & The Caribbean
249,National,2009,1353,141,183,Governance,Turks and Caicos Is.,Latin America & The Caribbean
249,National,2009,1353,141,183,Governance,Virgin Islands (British),Europe
249,National,2009,1354,141,183,Governance,Anguilla,Latin America & The Caribbean
249,National,2009,1354,141,183,Governance,Montserrat,Latin America & The Caribbean
249,National,2009,1354,141,183,Governance,Turks and Caicos Is.,Latin America & The Caribbean
249,National,2009,1354,141,183,Governance,Virgin Islands (British),Europe
250,National,2011,1355,141,183,Governance,Trinidad and Tobago,Latin America & The Caribbean
250,National,2011,1356,142,183,Governance,Trinidad and Tobago,Latin America & The Caribbean
250,National,2011,1357,140,183,Governance,Trinidad and Tobago,Latin America & The Caribbean
250,National,2011,1358,148,183,Governance,Trinidad and Tobago,Latin America & The Caribbean
251,Sub-national,2002,1359,122,181,Ecological,USA,North America
251,Sub-national,2002,1360,119,181,Ecological,USA,North America
251,Sub-national,2002,1361,121,181,Ecological,USA,North America
252,Local,2013,1362,145,180,Economic,Brazil,Latin America & The Caribbean
252,Local,2013,1363,115,181,Ecological,Brazil,Latin America & The Caribbean
252,Local,2013,1364,121,181,Ecological,Brazil,Latin America & The Caribbean
252,Local,2013,1365,128,182,Social/Cultural,Brazil,Latin America & The Caribbean
252,Local,2013,1366,141,183,Governance,Brazil,Latin America & The Caribbean
252,Local,2013,1367,141,183,Governance,Brazil,Latin America & The Caribbean
252,Local,2013,1368,142,183,Governance,Brazil,Latin America & The Caribbean
252,Local,2013,1369,143,183,Governance,Brazil,Latin America & The Caribbean
253,Sub-national,2011,1370,114,181,Ecological,Canada,North America
253,Sub-national,2011,1371,128,182,Social/Cultural,Canada,North America
253,Sub-national,2011,1372,143,183,Governance,Canada,North America
253,Sub-national,2011,1373,141,183,Governance,Canada,North America
254,Sub-national,2013,1374,120,181,Ecological,Brazil,Latin America & The Caribbean
254,Sub-national,2013,1375,121,181,Ecological,Brazil,Latin America & The Caribbean
254,Sub-national,2013,1376,141,183,Governance,Brazil,Latin America & The Caribbean
254,Sub-national,2013,1377,141,183,Governance,Brazil,Latin America & The Caribbean
256,Regional,2013,1380,115,181,Ecological,0,#N/A
256,Regional,2013,1381,128,182,Social/Cultural,0,#N/A
256,Regional,2013,1382,128,182,Social/Cultural,0,#N/A
256,Regional,2013,1383,141,183,Governance,0,#N/A
257,Local,2014,1385,146,181,Ecological,Mexico,Latin America & The Caribbean
257,Local,2014,1386,123,182,Social/Cultural,Mexico,Latin America & The Caribbean
257,Local,2014,1387,135,183,Governance,Mexico,Latin America & The Caribbean
257,Local,2014,1388,141,183,Governance,Mexico,Latin America & The Caribbean
257,Local,2014,1390,143,183,Governance,Mexico,Latin America & The Caribbean
258,National,2014,1391,102,180,Economic,French Guiana,Latin America & The Caribbean
258,National,2014,1392,117,181,Ecological,French Guiana,Latin America & The Caribbean
258,National,2014,1393,146,181,Ecological,French Guiana,Latin America & The Caribbean
258,National,2014,1394,132,182,Social/Cultural,French Guiana,Latin America & The Caribbean
258,National,2014,1395,128,182,Social/Cultural,French Guiana,Latin America & The Caribbean
258,National,2014,1396,128,182,Social/Cultural,French Guiana,Latin America & The Caribbean
258,National,2014,1397,147,182,Social/Cultural,French Guiana,Latin America & The Caribbean
258,National,2014,1398,141,183,Governance,French Guiana,Latin America & The Caribbean
258,National,2014,1399,142,183,Governance,French Guiana,Latin America & The Caribbean
262,Regional,2013,1414,116,181,Ecological,0,#N/A
262,Regional,2013,1415,120,181,Ecological,0,#N/A
262,Regional,2013,1416,146,181,Ecological,0,#N/A
262,Regional,2013,1417,128,182,Social/Cultural,0,#N/A
262,Regional,2013,1418,141,183,Governance,0,#N/A
263,National,2013,1419,115,181,Ecological,Belize,Latin America & The Caribbean
263,National,2013,1420,117,181,Ecological,Belize,Latin America & The Caribbean
263,National,2013,1421,142,183,Governance,Belize,Latin America & The Caribbean
264,Sub-national,2013,1422,117,181,Ecological,Belize,Latin America & The Caribbean
264,Sub-national,2013,1423,121,181,Ecological,Belize,Latin America & The Caribbean
264,Sub-national,2013,1424,146,181,Ecological,Belize,Latin America & The Caribbean
264,Sub-national,2013,1425,128,182,Social/Cultural,Belize,Latin America & The Caribbean
264,Sub-national,2013,1426,141,183,Governance,Belize,Latin America & The Caribbean
264,Sub-national,2013,1427,141,183,Governance,Belize,Latin America & The Caribbean
264,Sub-national,2013,1428,142,183,Governance,Belize,Latin America & The Caribbean
265,Sub-national,2014,1429,146,181,Ecological,Uruguay,Latin America & The Caribbean
265,Sub-national,2014,1430,141,183,Governance,Uruguay,Latin America & The Caribbean
266,Local,2003,1431,119,181,Ecological,Colombia,Latin America & The Caribbean
266,Local,2003,1432,146,181,Ecological,Colombia,Latin America & The Caribbean
266,Local,2003,1433,141,183,Governance,Colombia,Latin America & The Caribbean
266,Local,2003,1434,141,183,Governance,Colombia,Latin America & The Caribbean
268,Sub-national,2008,1439,103,180,Economic,USA,North America
268,Sub-national,2008,1440,112,180,Economic,USA,North America
268,Sub-national,2008,1441,135,183,Governance,USA,North America
268,Sub-national,2008,1442,138,183,Governance,USA,North America
268,Sub-national,2008,1443,141,183,Governance,USA,North America
269,Local,2012,1444,124,182,Social/Cultural,USA,North America
269,Local,2012,1445,127,182,Social/Cultural,USA,North America
269,Local,2012,1446,132,182,Social/Cultural,USA,North America
269,Local,2012,1447,128,182,Social/Cultural,USA,North America
269,Local,2012,1448,128,182,Social/Cultural,USA,North America
269,Local,2012,1450,133,182,Social/Cultural,USA,North America
270,Sub-national,2007,1451,135,183,Governance,USA,North America
270,Sub-national,2007,1452,137,183,Governance,USA,North America
270,Sub-national,2007,1453,141,183,Governance,USA,North America
274,National,2013,1484,112,180,Economic,Chile,Latin America & The Caribbean
274,National,2013,1484,112,180,Economic,Mexico,Latin America & The Caribbean
274,National,2013,1485,128,182,Social/Cultural,Chile,Latin America & The Caribbean
274,National,2013,1485,128,182,Social/Cultural,Mexico,Latin America & The Caribbean
274,National,2013,1486,133,182,Social/Cultural,Chile,Latin America & The Caribbean
274,National,2013,1486,133,182,Social/Cultural,Mexico,Latin America & The Caribbean
274,National,2013,1487,143,183,Governance,Chile,Latin America & The Caribbean
274,National,2013,1487,143,183,Governance,Mexico,Latin America & The Caribbean
274,National,2013,1488,141,183,Governance,Chile,Latin America & The Caribbean
274,National,2013,1488,141,183,Governance,Mexico,Latin America & The Caribbean
274,National,2013,1489,141,183,Governance,Chile,Latin America & The Caribbean
274,National,2013,1489,141,183,Governance,Mexico,Latin America & The Caribbean
274,National,2013,1490,143,183,Governance,Chile,Latin America & The Caribbean
274,National,2013,1490,143,183,Governance,Mexico,Latin America & The Caribbean
275,Regional,2004,1491,135,183,Governance,0,#N/A
275,Regional,2004,1493,138,183,Governance,0,#N/A
275,Regional,2004,1494,143,183,Governance,0,#N/A
275,Regional,2004,1495,141,183,Governance,0,#N/A
275,Regional,2004,1498,143,183,Governance,0,#N/A
276,Sub-national,2008,1499,115,181,Ecological,Ecuador,Latin America & The Caribbean
276,Sub-national,2008,1500,117,181,Ecological,Ecuador,Latin America & The Caribbean
276,Sub-national,2008,1501,137,183,Governance,Ecuador,Latin America & The Caribbean
276,Sub-national,2008,1502,141,183,Governance,Ecuador,Latin America & The Caribbean
276,Sub-national,2008,1503,141,183,Governance,Ecuador,Latin America & The Caribbean
276,Sub-national,2008,1504,142,183,Governance,Ecuador,Latin America & The Caribbean
276,Sub-national,2008,1505,143,183,Governance,Ecuador,Latin America & The Caribbean
277,National,2007,1506,128,182,Social/Cultural,South Africa,Africa
277,National,2007,1506,128,182,Social/Cultural,USA,North America
277,National,2007,1507,133,182,Social/Cultural,South Africa,Africa
277,National,2007,1507,133,182,Social/Cultural,USA,North America
277,National,2007,1508,141,183,Governance,South Africa,Africa
277,National,2007,1508,141,183,Governance,USA,North America
277,National,2007,1509,141,183,Governance,South Africa,Africa
277,National,2007,1509,141,183,Governance,USA,North America
277,National,2007,1510,142,183,Governance,South Africa,Africa
277,National,2007,1510,142,183,Governance,USA,North America
278,Sub-national,2012,1511,117,181,Ecological,U.S. Virgin Is.,Latin America & The Caribbean
278,Sub-national,2012,1512,121,181,Ecological,U.S. Virgin Is.,Latin America & The Caribbean
278,Sub-national,2012,1513,147,182,Social/Cultural,U.S. Virgin Is.,Latin America & The Caribbean
278,Sub-national,2012,1514,141,183,Governance,U.S. Virgin Is.,Latin America & The Caribbean
278,Sub-national,2012,1515,141,183,Governance,U.S. Virgin Is.,Latin America & The Caribbean
278,Sub-national,2012,1516,142,183,Governance,U.S. Virgin Is.,Latin America & The Caribbean
278,Sub-national,2012,1517,143,183,Governance,U.S. Virgin Is.,Latin America & The Caribbean
278,Sub-national,2012,1518,140,183,Governance,U.S. Virgin Is.,Latin America & The Caribbean
279,National,2013,1519,146,181,Ecological,Turks and Caicos Is.,Latin America & The Caribbean
279,National,2013,1520,141,183,Governance,Turks and Caicos Is.,Latin America & The Caribbean
279,National,2013,1521,142,183,Governance,Turks and Caicos Is.,Latin America & The Caribbean
280,Regional,2012,1522,145,180,Economic,0,#N/A
280,Regional,2012,1523,114,181,Ecological,0,#N/A
280,Regional,2012,1524,146,181,Ecological,0,#N/A
280,Regional,2012,1525,135,183,Governance,0,#N/A
280,Regional,2012,1526,138,183,Governance,0,#N/A
280,Regional,2012,1527,141,183,Governance,0,#N/A
280,Regional,2012,1528,141,183,Governance,0,#N/A
280,Regional,2012,1529,142,183,Governance,0,#N/A
280,Regional,2012,1530,143,183,Governance,0,#N/A
282,Local,2007,1536,122,181,Ecological,Trinidad and Tobago,Latin America & The Caribbean
282,Local,2007,1537,146,181,Ecological,Trinidad and Tobago,Latin America & The Caribbean
282,Local,2007,1538,128,182,Social/Cultural,Trinidad and Tobago,Latin America & The Caribbean
282,Local,2007,1539,141,183,Governance,Trinidad and Tobago,Latin America & The Caribbean
282,Local,2007,1540,142,183,Governance,Trinidad and Tobago,Latin America & The Caribbean
284,Sub-national,2005,1543,145,180,Economic,Honduras,Latin America & The Caribbean
284,Sub-national,2005,1544,146,181,Ecological,Honduras,Latin America & The Caribbean
285,Local,2007,1545,121,181,Ecological,Grenada,Latin America & The Caribbean
285,Local,2007,1546,147,182,Social/Cultural,Grenada,Latin America & The Caribbean
285,Local,2007,1548,148,183,Governance,Grenada,Latin America & The Caribbean
288,Regional,2010,1562,124,182,Social/Cultural,0,#N/A
294,Sub-national,1987,1593,119,181,Ecological,Canada,North America
294,Sub-national,1987,1594,146,181,Ecological,Canada,North America
299,Local,2011,1625,119,181,Ecological,Cambodia,Asia & Oceania
299,Local,2011,1626,117,181,Ecological,Cambodia,Asia & Oceania
301,Local,2007,1633,117,181,Ecological,USA,North America
301,Local,2007,1634,114,181,Ecological,USA,North America
301,Local,2007,1635,122,181,Ecological,USA,North America
304,Local,1998,1645,117,181,Ecological,Malawi,Africa
304,Local,1998,1646,121,181,Ecological,Malawi,Africa
304,Local,1998,1647,143,183,Governance,Malawi,Africa
305,National,1997,1648,112,180,Economic,South Africa,Africa
305,National,1997,1649,117,181,Ecological,South Africa,Africa
305,National,1997,1650,143,183,Governance,South Africa,Africa
306,Sub-national,2010,1651,119,181,Ecological,Canada,North America
306,Sub-national,2010,1652,128,182,Social/Cultural,Canada,North America
306,Sub-national,2010,1653,133,182,Social/Cultural,Canada,North America
306,Sub-national,2010,1654,135,183,Governance,Canada,North America
306,Sub-national,2010,1655,142,183,Governance,Canada,North America
306,Sub-national,2010,1656,143,183,Governance,Canada,North America
307,Regional,2012,1657,116,181,Ecological,0,#N/A
307,Regional,2012,1658,115,181,Ecological,0,#N/A
307,Regional,2012,1659,120,181,Ecological,0,#N/A
307,Regional,2012,1660,121,181,Ecological,0,#N/A
307,Regional,2012,1661,128,182,Social/Cultural,0,#N/A
307,Regional,2012,1663,141,183,Governance,0,#N/A
307,Regional,2012,1664,141,183,Governance,0,#N/A
307,Regional,2012,1665,142,183,Governance,0,#N/A
308,Local,2012,1666,145,180,Economic,Uruguay,Latin America & The Caribbean
308,Local,2012,1667,137,183,Governance,Uruguay,Latin America & The Caribbean
308,Local,2012,1668,141,183,Governance,Uruguay,Latin America & The Caribbean
308,Local,2012,1669,141,183,Governance,Uruguay,Latin America & The Caribbean
310,Sub-national,2010,1675,102,180,Economic,USA,North America
310,Sub-national,2010,1676,112,180,Economic,USA,North America
310,Sub-national,2010,1677,123,182,Social/Cultural,USA,North America
310,Sub-national,2010,1678,124,182,Social/Cultural,USA,North America
310,Sub-national,2010,1679,127,182,Social/Cultural,USA,North America
311,Sub-national,2004,1680,117,181,Ecological,Kenya,Africa
311,Sub-national,2004,1681,120,181,Ecological,Kenya,Africa
311,Sub-national,2004,1683,133,182,Social/Cultural,Kenya,Africa
311,Sub-national,2004,1684,138,183,Governance,Kenya,Africa
314,Sub-national,2003,1699,119,181,Ecological,Cote d'Ivoire,Africa
314,Sub-national,2003,1700,117,181,Ecological,Cote d'Ivoire,Africa
314,Sub-national,2003,1701,146,181,Ecological,Cote d'Ivoire,Africa
318,Regional,1998,1721,117,181,Ecological,0,#N/A
321,Local,2013,1734,123,182,Social/Cultural,USA,North America
321,Local,2013,1735,124,182,Social/Cultural,USA,North America
321,Local,2013,1736,132,182,Social/Cultural,USA,North America
321,Local,2013,1737,128,182,Social/Cultural,USA,North America
321,Local,2013,1738,133,182,Social/Cultural,USA,North America
322,Local,2009,1739,117,181,Ecological,Canada,North America
322,Local,2009,1740,116,181,Ecological,Canada,North America
322,Local,2009,1741,115,181,Ecological,Canada,North America
322,Local,2009,1742,117,181,Ecological,Canada,North America
324,Local,2011,1749,117,181,Ecological,U.S. Minor Islands,Asia & Oceania
324,Local,2011,1750,146,181,Ecological,U.S. Minor Islands,Asia & Oceania
325,Sub-national,2010,1751,117,181,Ecological,Colombia,Latin America & The Caribbean
325,Sub-national,2010,1752,121,181,Ecological,Colombia,Latin America & The Caribbean
325,Sub-national,2010,1753,146,181,Ecological,Colombia,Latin America & The Caribbean
327,Sub-national,2004,1768,146,181,Ecological,Venezuela,Latin America & The Caribbean
329,Local,2013,1772,103,180,Economic,Mexico,Latin America & The Caribbean
329,Local,2013,1773,114,181,Ecological,Mexico,Latin America & The Caribbean
329,Local,2013,1774,123,182,Social/Cultural,Mexico,Latin America & The Caribbean
329,Local,2013,1775,127,182,Social/Cultural,Mexico,Latin America & The Caribbean
329,Local,2013,1776,128,182,Social/Cultural,Mexico,Latin America & The Caribbean
329,Local,2013,1777,128,182,Social/Cultural,Mexico,Latin America & The Caribbean
329,Local,2013,1778,127,182,Social/Cultural,Mexico,Latin America & The Caribbean
329,Local,2013,1779,143,183,Governance,Mexico,Latin America & The Caribbean
329,Local,2013,1780,148,183,Governance,Mexico,Latin America & The Caribbean
330,Regional,2007,1781,114,181,Ecological,0,#N/A
330,Regional,2007,1782,116,181,Ecological,0,#N/A
330,Regional,2007,1783,122,181,Ecological,0,#N/A
330,Regional,2007,1784,118,181,Ecological,0,#N/A
330,Regional,2007,1785,115,181,Ecological,0,#N/A
330,Regional,2007,1786,146,181,Ecological,0,#N/A
330,Regional,2007,1787,128,182,Social/Cultural,0,#N/A
330,Regional,2007,1788,141,183,Governance,0,#N/A
330,Regional,2007,1789,141,183,Governance,0,#N/A
330,Regional,2007,1790,142,183,Governance,0,#N/A
331,Local,2013,1791,141,183,Governance,Uruguay,Latin America & The Caribbean
331,Local,2013,1792,141,183,Governance,Uruguay,Latin America & The Caribbean
331,Local,2013,1793,142,183,Governance,Uruguay,Latin America & The Caribbean
331,Local,2013,1794,148,183,Governance,Uruguay,Latin America & The Caribbean
335,National,1999,1803,112,180,Economic,Jamaica,Latin America & The Caribbean
335,National,1999,1804,105,180,Economic,Jamaica,Latin America & The Caribbean
335,National,1999,1805,105,180,Economic,Jamaica,Latin America & The Caribbean
335,National,1999,1806,117,181,Ecological,Jamaica,Latin America & The Caribbean
335,National,1999,1807,120,181,Ecological,Jamaica,Latin America & The Caribbean
335,National,1999,1808,128,182,Social/Cultural,Jamaica,Latin America & The Caribbean
335,National,1999,1809,135,183,Governance,Jamaica,Latin America & The Caribbean
335,National,1999,1810,137,183,Governance,Jamaica,Latin America & The Caribbean
335,National,1999,1811,141,183,Governance,Jamaica,Latin America & The Caribbean
335,National,1999,1812,141,183,Governance,Jamaica,Latin America & The Caribbean
335,National,1999,1813,142,183,Governance,Jamaica,Latin America & The Caribbean
335,National,1999,1814,148,183,Governance,Jamaica,Latin America & The Caribbean
336,Sub-national,2012,1815,102,180,Economic,Canada,North America
336,Sub-national,2012,1816,119,181,Ecological,Canada,North America
336,Sub-national,2012,1817,123,182,Social/Cultural,Canada,North America
336,Sub-national,2012,1818,133,182,Social/Cultural,Canada,North America
338,Local,2011,1832,145,180,Economic,Mexico,Latin America & The Caribbean
338,Local,2011,1833,117,181,Ecological,Mexico,Latin America & The Caribbean
338,Local,2011,1834,120,181,Ecological,Mexico,Latin America & The Caribbean
338,Local,2011,1835,146,181,Ecological,Mexico,Latin America & The Caribbean
338,Local,2011,1836,141,183,Governance,Mexico,Latin America & The Caribbean
339,Sub-national,2013,1838,115,181,Ecological,Ecuador,Latin America & The Caribbean
339,Sub-national,2013,1839,117,181,Ecological,Ecuador,Latin America & The Caribbean
339,Sub-national,2013,1840,120,181,Ecological,Ecuador,Latin America & The Caribbean
339,Sub-national,2013,1841,135,183,Governance,Ecuador,Latin America & The Caribbean
339,Sub-national,2013,1842,137,183,Governance,Ecuador,Latin America & The Caribbean
339,Sub-national,2013,1843,141,183,Governance,Ecuador,Latin America & The Caribbean
339,Sub-national,2013,1845,148,183,Governance,Ecuador,Latin America & The Caribbean
340,National,2014,1846,145,180,Economic,Peru,Latin America & The Caribbean
340,National,2014,1847,128,182,Social/Cultural,Peru,Latin America & The Caribbean
340,National,2014,1848,141,183,Governance,Peru,Latin America & The Caribbean
341,National,2006,1849,119,181,Ecological,Kenya,Africa
341,National,2006,1850,118,181,Ecological,Kenya,Africa
341,National,2006,1851,117,181,Ecological,Kenya,Africa
341,National,2006,1852,146,181,Ecological,Kenya,Africa
341,National,2006,1853,142,183,Governance,Kenya,Africa
341,National,2006,1854,143,183,Governance,Kenya,Africa
346,Sub-national,2003,1876,132,182,Social/Cultural,Canada,North America
346,Sub-national,2003,1877,128,182,Social/Cultural,Canada,North America
346,Sub-national,2003,1878,133,182,Social/Cultural,Canada,North America
346,Sub-national,2003,1879,141,183,Governance,Canada,North America
346,Sub-national,2003,1880,143,183,Governance,Canada,North America
347,Local,2008,1881,145,180,Economic,Nicaragua,Latin America & The Caribbean
347,Local,2008,1882,117,181,Ecological,Nicaragua,Latin America & The Caribbean
347,Local,2008,1883,115,181,Ecological,Nicaragua,Latin America & The Caribbean
347,Local,2008,1884,117,181,Ecological,Nicaragua,Latin America & The Caribbean
347,Local,2008,1885,121,181,Ecological,Nicaragua,Latin America & The Caribbean
347,Local,2008,1886,128,182,Social/Cultural,Nicaragua,Latin America & The Caribbean
347,Local,2008,1887,133,182,Social/Cultural,Nicaragua,Latin America & The Caribbean
347,Local,2008,1888,147,182,Social/Cultural,Nicaragua,Latin America & The Caribbean
347,Local,2008,1889,141,183,Governance,Nicaragua,Latin America & The Caribbean
347,Local,2008,1890,148,183,Governance,Nicaragua,Latin America & The Caribbean
348,Sub-national,1986,1891,117,181,Ecological,Canada,North America
348,Sub-national,1986,1892,119,181,Ecological,Canada,North America
355,Sub-national,2008,1935,102,180,Economic,Indonesia,Asia & Oceania
355,Sub-national,2008,1936,103,180,Economic,Indonesia,Asia & Oceania
355,Sub-national,2008,1937,120,181,Ecological,Indonesia,Asia & Oceania
355,Sub-national,2008,1938,126,182,Social/Cultural,Indonesia,Asia & Oceania
356,Sub-national,1990,1939,135,183,Governance,Canada,North America
356,Sub-national,1990,1940,141,183,Governance,Canada,North America
356,Sub-national,1990,1941,142,183,Governance,Canada,North America
356,Sub-national,1990,1942,143,183,Governance,Canada,North America
357,Sub-national,2012,1943,117,181,Ecological,USA,North America
357,Sub-national,2012,1944,115,181,Ecological,USA,North America
358,Sub-national,2008,1945,132,182,Social/Cultural,Canada,North America
358,Sub-national,2008,1946,133,182,Social/Cultural,Canada,North America
358,Sub-national,2008,1947,135,183,Governance,Canada,North America
358,Sub-national,2008,1948,137,183,Governance,Canada,North America
359,Sub-national,1993,1949,135,183,Governance,Canada,North America
359,Sub-national,1993,1950,138,183,Governance,Canada,North America
360,Sub-national,1985,1951,122,181,Ecological,Canada,North America
360,Sub-national,1985,1952,119,181,Ecological,Canada,North America
360,Sub-national,1985,1953,117,181,Ecological,Canada,North America
360,Sub-national,1985,1954,137,183,Governance,Canada,North America
361,Sub-national,2009,1955,102,180,Economic,Indonesia,Asia & Oceania
361,Sub-national,2009,1956,105,180,Economic,Indonesia,Asia & Oceania
361,Sub-national,2009,1957,120,181,Ecological,Indonesia,Asia & Oceania
362,Local,2006,1958,120,181,Ecological,Indonesia,Asia & Oceania
363,Local,1988,1959,122,181,Ecological,Canada,North America
363,Local,1988,1960,119,181,Ecological,Canada,North America
363,Local,1988,1961,117,181,Ecological,Canada,North America
365,Sub-national,2013,1963,105,180,Economic,Indonesia,Asia & Oceania
365,Sub-national,2013,1964,119,181,Ecological,Indonesia,Asia & Oceania
365,Sub-national,2013,1965,115,181,Ecological,Indonesia,Asia & Oceania
365,Sub-national,2013,1966,117,181,Ecological,Indonesia,Asia & Oceania
367,Sub-national,2010,1970,138,183,Governance,Canada,North America
367,Sub-national,2010,1972,140,183,Governance,Canada,North America
368,Local,2013,1973,103,180,Economic,Indonesia,Asia & Oceania
368,Local,2013,1974,126,182,Social/Cultural,Indonesia,Asia & Oceania
368,Local,2013,1975,127,182,Social/Cultural,Indonesia,Asia & Oceania
368,Local,2013,1976,142,183,Governance,Indonesia,Asia & Oceania
368,Local,2013,1977,143,183,Governance,Indonesia,Asia & Oceania
369,Sub-national,2000,1978,119,181,Ecological,Canada,North America
369,Sub-national,2000,1979,123,182,Social/Cultural,Canada,North America
369,Sub-national,2000,1980,143,183,Governance,Canada,North America
370,Sub-national,1999,1981,112,180,Economic,USA,North America
370,Sub-national,1999,1982,146,181,Ecological,USA,North America
370,Sub-national,1999,1983,123,182,Social/Cultural,USA,North America
370,Sub-national,1999,1984,140,183,Governance,USA,North America
371,Local,1993,1985,119,181,Ecological,Canada,North America
371,Local,1993,1986,121,181,Ecological,Canada,North America
374,Sub-national,1997,1997,117,181,Ecological,Canada,North America
374,Sub-national,1997,1998,119,181,Ecological,Canada,North America
374,Sub-national,1997,1999,117,181,Ecological,Canada,North America
374,Sub-national,1997,2000,120,181,Ecological,Canada,North America
376,Sub-national,2006,2005,123,182,Social/Cultural,Canada,North America
376,Sub-national,2006,2006,132,182,Social/Cultural,Canada,North America
376,Sub-national,2006,2008,133,182,Social/Cultural,Canada,North America
376,Sub-national,2006,2009,138,183,Governance,Canada,North America
376,Sub-national,2006,2010,143,183,Governance,Canada,North America
376,Sub-national,2006,2011,141,183,Governance,Canada,North America
381,Sub-national,2009,2027,119,181,Ecological,Canada,North America
381,Sub-national,2009,2028,118,181,Ecological,Canada,North America
381,Sub-national,2009,2029,120,181,Ecological,Canada,North America
381,Sub-national,2009,2030,146,181,Ecological,Canada,North America
382,Sub-national,1988,2031,127,182,Social/Cultural,USA,North America
391,Sub-national,2001,2056,117,181,Ecological,USA,North America
391,Sub-national,2001,2057,119,181,Ecological,USA,North America
391,Sub-national,2001,2058,146,181,Ecological,USA,North America
394,National,2003,2071,117,181,Ecological,South Africa,Africa
394,National,2003,2072,120,181,Ecological,South Africa,Africa
394,National,2003,2073,135,183,Governance,South Africa,Africa
394,National,2003,2074,138,183,Governance,South Africa,Africa
399,National,1998,2091,103,180,Economic,Canada,North America
399,National,1998,2091,103,180,Economic,New Zealand,Asia & Oceania
399,National,1998,2092,135,183,Governance,Canada,North America
399,National,1998,2092,135,183,Governance,New Zealand,Asia & Oceania
403,Sub-national,2006,2100,132,182,Social/Cultural,Canada,North America
403,Sub-national,2006,2101,128,182,Social/Cultural,Canada,North America
403,Sub-national,2006,2102,135,183,Governance,Canada,North America
407,Sub-national,1999,2110,138,183,Governance,Canada,North America
407,Sub-national,1999,2111,141,183,Governance,Canada,North America
409,Regional,1999,2122,102,180,Economic,0,#N/A
409,Regional,1999,2123,103,180,Economic,0,#N/A
409,Regional,1999,2124,112,180,Economic,0,#N/A
409,Regional,1999,2125,119,181,Ecological,0,#N/A
409,Regional,1999,2126,119,181,Ecological,0,#N/A
409,Regional,1999,2127,124,182,Social/Cultural,0,#N/A
409,Regional,1999,2128,127,182,Social/Cultural,0,#N/A
410,National,2009,2129,112,180,Economic,Sierra Leone,Africa
410,National,2009,2130,128,182,Social/Cultural,Sierra Leone,Africa
410,National,2009,2131,124,182,Social/Cultural,Sierra Leone,Africa
410,National,2009,2132,127,182,Social/Cultural,Sierra Leone,Africa
410,National,2009,2133,128,182,Social/Cultural,Sierra Leone,Africa
410,National,2009,2134,128,182,Social/Cultural,Sierra Leone,Africa
410,National,2009,2135,127,182,Social/Cultural,Sierra Leone,Africa
410,National,2009,2136,141,183,Governance,Sierra Leone,Africa
410,National,2009,2137,142,183,Governance,Sierra Leone,Africa
411,Regional,2000,2138,103,180,Economic,0,#N/A
411,Regional,2000,2139,112,180,Economic,0,#N/A
411,Regional,2000,2140,124,182,Social/Cultural,0,#N/A
411,Regional,2000,2141,127,182,Social/Cultural,0,#N/A
412,National,2007,2142,112,180,Economic,Uganda,Africa
412,National,2007,2143,103,180,Economic,Uganda,Africa
412,National,2007,2144,120,181,Ecological,Uganda,Africa
412,National,2007,2145,125,182,Social/Cultural,Uganda,Africa
412,National,2007,2146,127,182,Social/Cultural,Uganda,Africa
412,National,2007,2147,138,183,Governance,Uganda,Africa
412,National,2007,2148,141,183,Governance,Uganda,Africa
412,National,2007,2149,142,183,Governance,Uganda,Africa
412,National,2007,2150,143,183,Governance,Uganda,Africa
415,Regional,2000,2160,120,181,Ecological,0,#N/A
415,Regional,2000,2162,123,182,Social/Cultural,0,#N/A
415,Regional,2000,2163,124,182,Social/Cultural,0,#N/A
415,Regional,2000,2164,141,183,Governance,0,#N/A
416,National,2000,2165,132,182,Social/Cultural,South Africa,Africa
416,National,2000,2166,135,183,Governance,South Africa,Africa
416,National,2000,2167,138,183,Governance,South Africa,Africa
418,National,2013,2173,141,183,Governance,Netherlands,Europe
418,National,2013,2174,141,183,Governance,Netherlands,Europe
418,National,2013,2175,142,183,Governance,Netherlands,Europe
418,National,2013,2176,148,183,Governance,Netherlands,Europe
419,Local,2012,2177,102,180,Economic,Spain,Europe
419,Local,2012,2178,103,180,Economic,Spain,Europe
420,Local,2012,2179,145,180,Economic,Spain,Europe
420,Local,2012,2180,117,181,Ecological,Spain,Europe
420,Local,2012,2181,119,181,Ecological,Spain,Europe
420,Local,2012,2182,118,181,Ecological,Spain,Europe
420,Local,2012,2183,115,181,Ecological,Spain,Europe
420,Local,2012,2184,117,181,Ecological,Spain,Europe
420,Local,2012,2185,128,182,Social/Cultural,Spain,Europe
420,Local,2012,2186,137,183,Governance,Spain,Europe
421,Local,2011,2188,119,181,Ecological,Croatia,Europe
421,Local,2011,2189,117,181,Ecological,Croatia,Europe
421,Local,2011,2190,137,183,Governance,Croatia,Europe
421,Local,2011,2192,143,183,Governance,Croatia,Europe
