issf_core_id,category,,year,country
507,Governance,National,2002,South Africa
507,Governance,National,2002,South Africa
507,Governance,National,2002,South Africa
507,Governance,National,2002,South Africa
508,Ecological,National,2002,South Africa
508,Social/Cultural,National,2002,South Africa
508,Social/Cultural,National,2002,South Africa
508,Governance,National,2002,South Africa
508,Governance,National,2002,South Africa
508,Governance,National,2002,South Africa
508,Governance,National,2002,South Africa
597,Social/Cultural,Local,2002,Canada
613,Ecological,National,2002,United Republic of Tanzania
613,Ecological,National,2002,United Republic of Tanzania
613,Social/Cultural,National,2002,United Republic of Tanzania
628,Ecological,National,2002,Hong Kong
628,Ecological,National,2002,Hong Kong
628,Governance,National,2002,Hong Kong
628,Governance,National,2002,Hong Kong
664,Economic,National,2002,Estonia
664,Governance,National,2002,Estonia
664,Governance,National,2002,Estonia
712,Governance,Local,2002,Estonia
712,Governance,Local,2002,Estonia
736,Economic,Local,2002,South Africa
736,Governance,Local,2002,South Africa
736,Governance,Local,2002,South Africa
736,Governance,Local,2002,South Africa
736,Governance,Local,2002,South Africa
736,Governance,Local,2002,South Africa
796,Governance,National,2002,Norway
837,Economic,National,2002,South Africa
837,Economic,National,2002,South Africa
837,Social/Cultural,National,2002,South Africa
843,Ecological,Sub-national,2002,South Africa
843,Governance,Sub-national,2002,South Africa
873,Economic,Sub-national,2002,South Africa
873,Economic,Sub-national,2002,South Africa
873,Ecological,Sub-national,2002,South Africa
899,Ecological,National,2002,South Africa
899,Ecological,National,2002,South Africa
899,Ecological,National,2002,South Africa
904,Social/Cultural,National,2002,Nigeria
904,Social/Cultural,National,2002,Nigeria
904,Social/Cultural,National,2002,Nigeria
904,Social/Cultural,National,2002,Nigeria
904,Social/Cultural,National,2002,Nigeria
918,Governance,National,2002,Turkey
918,Governance,National,2002,Turkey
965,Governance,Local,2002,Brazil
965,Governance,Local,2002,Brazil
965,Governance,Local,2002,Brazil
965,Governance,Local,2002,Brazil
965,Governance,Local,2002,Brazil
969,Ecological,Local,2002,Peru
969,Governance,Local,2002,Peru
1006,Governance,Local,2002,Sri Lanka
1006,Governance,Local,2002,Sri Lanka
1058,Social/Cultural,Sub-national,2002,Indonesia
1058,Social/Cultural,Sub-national,2002,Indonesia
40,Ecological,Sub-national,2003,United States of America
40,Ecological,Sub-national,2003,United States of America
40,Ecological,Sub-national,2003,United States of America
40,Social/Cultural,Sub-national,2003,United States of America
40,Social/Cultural,Sub-national,2003,United States of America
40,Social/Cultural,Sub-national,2003,United States of America
40,Governance,Sub-national,2003,United States of America
40,Governance,Sub-national,2003,United States of America
40,Governance,Sub-national,2003,United States of America
40,Governance,Sub-national,2003,United States of America
100,Economic,National,2003,United States of America
100,Economic,National,2003,United States of America
100,Ecological,National,2003,United States of America
100,Ecological,National,2003,United States of America
100,Governance,National,2003,United States of America
209,Governance,National,2003,South Africa
255,Governance,National,2003,United States of America
255,Governance,National,2003,United States of America
266,Ecological,Local,2003,Colombia
266,Ecological,Local,2003,Colombia
266,Governance,Local,2003,Colombia
266,Governance,Local,2003,Colombia
314,Ecological,Sub-national,2003,Cote d'Ivoire
314,Ecological,Sub-national,2003,Cote d'Ivoire
314,Ecological,Sub-national,2003,Cote d'Ivoire
346,Social/Cultural,Sub-national,2003,Canada
346,Social/Cultural,Sub-national,2003,Canada
346,Social/Cultural,Sub-national,2003,Canada
346,Governance,Sub-national,2003,Canada
346,Governance,Sub-national,2003,Canada
394,Ecological,National,2003,South Africa
394,Ecological,National,2003,South Africa
394,Governance,National,2003,South Africa
394,Governance,National,2003,South Africa
453,Ecological,Sub-national,2003,Norway
453,Social/Cultural,Sub-national,2003,Norway
453,Social/Cultural,Sub-national,2003,Norway
453,Social/Cultural,Sub-national,2003,Norway
453,Governance,Sub-national,2003,Norway
453,Governance,Sub-national,2003,Norway
453,Governance,Sub-national,2003,Norway
453,Governance,Sub-national,2003,Norway
502,Economic,National,2003,South Africa
502,Social/Cultural,National,2003,South Africa
509,Economic,National,2003,South Africa
509,Economic,National,2003,South Africa
509,Ecological,National,2003,South Africa
509,Ecological,National,2003,South Africa
543,Ecological,Local,2003,Italy
543,Ecological,Local,2003,Italy
543,Social/Cultural,Local,2003,Italy
543,Governance,Local,2003,Italy
543,Governance,Local,2003,Italy
543,Governance,Local,2003,Italy
602,Ecological,National,2003,Kenya
602,Ecological,National,2003,Kenya
604,Economic,Sub-national,2003,South Africa
604,Economic,Sub-national,2003,South Africa
611,Ecological,Sub-national,2003,Thailand
611,Ecological,Sub-national,2003,Thailand
611,Ecological,Sub-national,2003,Thailand
611,Ecological,Sub-national,2003,Thailand
611,Social/Cultural,Sub-national,2003,Thailand
670,Economic,Local,2003,Philippines
670,Social/Cultural,Local,2003,Philippines
674,Governance,National,2003,Sweden
678,Ecological,National,2003,Sweden
678,Ecological,National,2003,Sweden
678,Ecological,National,2003,Sweden
697,Economic,National,2003,Sweden
697,Economic,National,2003,Sweden
703,Ecological,National,2003,Barbados
703,Ecological,National,2003,Barbados
703,Social/Cultural,National,2003,Barbados
703,Governance,National,2003,Barbados
703,Governance,National,2003,Barbados
703,Governance,National,2003,Barbados
703,Governance,National,2003,Barbados
745,Ecological,Sub-national,2003,Sweden
745,Social/Cultural,Sub-national,2003,Sweden
745,Governance,Sub-national,2003,Sweden
800,Ecological,National,2003,Venezuela (Bolivarian Republic of)
804,Ecological,National,2003,Albania
804,Social/Cultural,National,2003,Albania
804,Social/Cultural,National,2003,Albania
804,Governance,National,2003,Albania
804,Governance,National,2003,Albania
836,Ecological,Sub-national,2003,South Africa
836,Ecological,Sub-national,2003,South Africa
836,Ecological,Sub-national,2003,South Africa
844,Ecological,Sub-national,2003,South Africa
844,Ecological,Sub-national,2003,South Africa
844,Governance,Sub-national,2003,South Africa
844,Governance,Sub-national,2003,South Africa
851,Ecological,National,2003,Bangladesh
851,Social/Cultural,National,2003,Bangladesh
851,Governance,National,2003,Bangladesh
851,Governance,National,2003,Bangladesh
893,Ecological,National,2003,Bangladesh
893,Ecological,National,2003,Bangladesh
906,Governance,National,2003,Denmark
916,Ecological,National,2003,Germany
916,Ecological,National,2003,Germany
916,Governance,National,2003,Germany
939,Ecological,Sub-national,2003,United States of America
939,Ecological,Sub-national,2003,United States of America
963,Economic,Sub-national,2003,Italy
973,Ecological,Local,2003,Jamaica
973,Ecological,Local,2003,Jamaica
973,Social/Cultural,Local,2003,Jamaica
973,Social/Cultural,Local,2003,Jamaica
973,Social/Cultural,Local,2003,Jamaica
973,Social/Cultural,Local,2003,Jamaica
998,Economic,National,2003,Democratic People's Republic of Korea
998,Social/Cultural,National,2003,Democratic People's Republic of Korea
998,Governance,National,2003,Democratic People's Republic of Korea
1020,Economic,Sub-national,2003,India
1020,Economic,Sub-national,2003,India
1020,Social/Cultural,Sub-national,2003,India
1020,Governance,Sub-national,2003,India
1039,Ecological,Sub-national,2003,India
1039,Ecological,Sub-national,2003,India
1039,Ecological,Sub-national,2003,India
1039,Social/Cultural,Sub-national,2003,India
1039,Social/Cultural,Sub-national,2003,India
1039,Governance,Sub-national,2003,India
1046,Ecological,Sub-national,2003,India
1046,Social/Cultural,Sub-national,2003,India
1046,Social/Cultural,Sub-national,2003,India
1046,Social/Cultural,Sub-national,2003,India
21,Ecological,Local,2004,United States of America
21,Social/Cultural,Local,2004,United States of America
21,Social/Cultural,Local,2004,United States of America
61,Ecological,Sub-national,2004,United States of America
61,Governance,Sub-national,2004,United States of America
61,Governance,Sub-national,2004,United States of America
61,Governance,Sub-national,2004,United States of America
61,Governance,Sub-national,2004,United States of America
311,Ecological,Sub-national,2004,Kenya
311,Ecological,Sub-national,2004,Kenya
311,Social/Cultural,Sub-national,2004,Kenya
311,Governance,Sub-national,2004,Kenya
327,Ecological,Sub-national,2004,Venezuela (Bolivarian Republic of)
380,Social/Cultural,National,2004,Canada
380,Social/Cultural,National,2004,Canada
380,Social/Cultural,National,2004,Canada
380,Social/Cultural,National,2004,Canada
398,Governance,Sub-national,2004,Canada
398,Governance,Sub-national,2004,Canada
398,Governance,Sub-national,2004,Canada
435,Economic,Sub-national,2004,Spain
435,Economic,Sub-national,2004,Spain
435,Economic,Sub-national,2004,Spain
435,Social/Cultural,Sub-national,2004,Spain
435,Social/Cultural,Sub-national,2004,Spain
435,Social/Cultural,Sub-national,2004,Spain
435,Governance,Sub-national,2004,Spain
435,Governance,Sub-national,2004,Spain
451,Economic,Local,2004,Italy
451,Economic,Local,2004,Italy
451,Economic,Local,2004,Italy
451,Ecological,Local,2004,Italy
451,Social/Cultural,Local,2004,Italy
451,Social/Cultural,Local,2004,Italy
452,Economic,Local,2004,Italy
452,Ecological,Local,2004,Italy
456,Economic,Local,2004,Spain
456,Economic,Local,2004,Spain
456,Economic,Local,2004,Spain
456,Social/Cultural,Local,2004,Spain
456,Social/Cultural,Local,2004,Spain
456,Social/Cultural,Local,2004,Spain
456,Social/Cultural,Local,2004,Spain
456,Social/Cultural,Local,2004,Spain
456,Social/Cultural,Local,2004,Spain
456,Governance,Local,2004,Spain
512,Ecological,National,2004,Indonesia
512,Social/Cultural,National,2004,Indonesia
512,Governance,National,2004,Indonesia
512,Governance,National,2004,Indonesia
512,Governance,National,2004,Indonesia
556,Ecological,National,2004,Netherlands Antilles
556,Ecological,National,2004,Netherlands Antilles
556,Ecological,National,2004,Netherlands Antilles
556,Ecological,National,2004,Netherlands Antilles
556,Ecological,National,2004,Netherlands Antilles
563,Governance,Sub-national,2004,Canada
563,Governance,Sub-national,2004,Canada
564,Ecological,Sub-national,2004,United States of America
564,Governance,Sub-national,2004,United States of America
564,Governance,Sub-national,2004,United States of America
571,Economic,Sub-national,2004,Ethiopia
571,Ecological,Sub-national,2004,Ethiopia
571,Ecological,Sub-national,2004,Ethiopia
581,Ecological,Sub-national,2004,Malawi
668,Ecological,Sub-national,2004,Philippines
668,Governance,Sub-national,2004,Philippines
668,Governance,Sub-national,2004,Philippines
668,Governance,Sub-national,2004,Philippines
668,Governance,Sub-national,2004,Philippines
683,Social/Cultural,Sub-national,2004,Nigeria
689,Governance,Sub-national,2004,Philippines
689,Governance,Sub-national,2004,Philippines
708,Economic,Local,2004,Colombia
708,Ecological,Local,2004,Colombia
708,Ecological,Local,2004,Colombia
708,Social/Cultural,Local,2004,Colombia
708,Social/Cultural,Local,2004,Colombia
728,Economic,National,2004,Ghana
728,Ecological,National,2004,Ghana
728,Ecological,National,2004,Ghana
728,Social/Cultural,National,2004,Ghana
728,Social/Cultural,National,2004,Ghana
728,Social/Cultural,National,2004,Ghana
728,Governance,National,2004,Ghana
728,Governance,National,2004,Ghana
753,Ecological,Sub-national,2004,Solomon Islands
753,Ecological,Sub-national,2004,Solomon Islands
753,Ecological,Sub-national,2004,Solomon Islands
753,Ecological,Sub-national,2004,Solomon Islands
753,Governance,Sub-national,2004,Solomon Islands
764,Ecological,Local,2004,Lithuania
764,Governance,Local,2004,Lithuania
764,Governance,Local,2004,Lithuania
764,Governance,Local,2004,Lithuania
829,Ecological,Sub-national,2004,South Africa
829,Ecological,Sub-national,2004,South Africa
829,Ecological,Sub-national,2004,South Africa
829,Ecological,Sub-national,2004,South Africa
860,Economic,Sub-national,2004,United Republic of Tanzania
860,Economic,Sub-national,2004,United Republic of Tanzania
860,Ecological,Sub-national,2004,United Republic of Tanzania
860,Social/Cultural,Sub-national,2004,United Republic of Tanzania
860,Social/Cultural,Sub-national,2004,United Republic of Tanzania
860,Social/Cultural,Sub-national,2004,United Republic of Tanzania
892,Ecological,National,2004,Bangladesh
896,Ecological,Sub-national,2004,Mozambique
962,Ecological,Local,2004,Uruguay
962,Ecological,Local,2004,Uruguay
962,Governance,Local,2004,Uruguay
1003,Economic,Sub-national,2004,Tonga
1003,Economic,Sub-national,2004,Tonga
1003,Economic,Sub-national,2004,Tonga
1003,Social/Cultural,Sub-national,2004,Tonga
1008,Economic,National,2004,Fiji
1008,Economic,National,2004,Fiji
1008,Ecological,National,2004,Fiji
1008,Governance,National,2004,Fiji
1008,Governance,National,2004,Fiji
1045,Ecological,Sub-national,2004,India
1045,Social/Cultural,Sub-national,2004,India
1045,Social/Cultural,Sub-national,2004,India
1045,Social/Cultural,Sub-national,2004,India
1045,Social/Cultural,Sub-national,2004,India
1045,Governance,Sub-national,2004,India
1045,Governance,Sub-national,2004,India
1053,Governance,Sub-national,2004,Philippines
1062,Economic,National,2004,Tonga
1062,Economic,National,2004,Tonga
1062,Economic,National,2004,Tonga
1062,Social/Cultural,National,2004,Tonga
1062,Social/Cultural,National,2004,Tonga
29,Economic,Sub-national,2005,Canada
29,Ecological,Sub-national,2005,Canada
29,Ecological,Sub-national,2005,Canada
29,Governance,Sub-national,2005,Canada
29,Governance,Sub-national,2005,Canada
47,Economic,Sub-national,2005,United States of America
47,Economic,Sub-national,2005,United States of America
47,Economic,Sub-national,2005,United States of America
47,Economic,Sub-national,2005,United States of America
47,Social/Cultural,Sub-national,2005,United States of America
47,Social/Cultural,Sub-national,2005,United States of America
47,Governance,Sub-national,2005,United States of America
47,Governance,Sub-national,2005,United States of America
58,Governance,National,2005,United States of America
58,Governance,National,2005,United States of America
58,Governance,National,2005,United States of America
58,Governance,National,2005,United States of America
58,Governance,National,2005,United States of America
121,Governance,Sub-national,2005,United States of America
121,Governance,Sub-national,2005,United States of America
195,Governance,Sub-national,2005,United States of America
195,Governance,Sub-national,2005,United States of America
195,Governance,Sub-national,2005,United States of America
195,Governance,Sub-national,2005,United States of America
224,Ecological,Sub-national,2005,Canada
224,Ecological,Sub-national,2005,Canada
284,Economic,Sub-national,2005,Honduras
284,Ecological,Sub-national,2005,Honduras
343,Social/Cultural,Sub-national,2005,South Africa
343,Social/Cultural,Sub-national,2005,South Africa
343,Governance,Sub-national,2005,South Africa
404,Ecological,Sub-national,2005,United States of America
404,Social/Cultural,Sub-national,2005,United States of America
432,Governance,National,2005,Greece
433,Economic,Sub-national,2005,France
433,Governance,Sub-national,2005,France
433,Governance,Sub-national,2005,France
461,Social/Cultural,National,2005,Norway
461,Governance,National,2005,Norway
461,Governance,National,2005,Norway
461,Governance,National,2005,Norway
461,Governance,National,2005,Norway
461,Governance,National,2005,Norway
462,Governance,Sub-national,2005,United Kingdom
462,Governance,Sub-national,2005,United Kingdom
462,Governance,Sub-national,2005,United Kingdom
462,Governance,Sub-national,2005,United Kingdom
462,Governance,Sub-national,2005,United Kingdom
483,Ecological,Sub-national,2005,Spain
483,Ecological,Sub-national,2005,Spain
483,Social/Cultural,Sub-national,2005,Spain
483,Governance,Sub-national,2005,Spain
488,Social/Cultural,Local,2005,Mexico
488,Social/Cultural,Local,2005,Mexico
488,Social/Cultural,Local,2005,Mexico
488,Governance,Local,2005,Mexico
488,Governance,Local,2005,Mexico
488,Governance,Local,2005,Mexico
488,Governance,Local,2005,Mexico
488,Governance,Local,2005,Mexico
488,Governance,Local,2005,Mexico
539,Economic,National,2005,Chile
539,Ecological,National,2005,Chile
539,Ecological,National,2005,Chile
539,Ecological,National,2005,Chile
539,Ecological,National,2005,Chile
539,Social/Cultural,National,2005,Chile
539,Social/Cultural,National,2005,Chile
539,Social/Cultural,National,2005,Chile
539,Governance,National,2005,Chile
539,Governance,National,2005,Chile
539,Governance,National,2005,Chile
539,Governance,National,2005,Chile
539,Governance,National,2005,Chile
539,Governance,National,2005,Chile
552,Ecological,Local,2005,Colombia
552,Ecological,Local,2005,Colombia
552,Social/Cultural,Local,2005,Colombia
561,Ecological,National,2005,United States of America
561,Ecological,National,2005,United States of America
561,Social/Cultural,National,2005,United States of America
561,Social/Cultural,National,2005,United States of America
607,Ecological,Sub-national,2005,Thailand
607,Ecological,Sub-national,2005,Thailand
607,Ecological,Sub-national,2005,Thailand
607,Governance,Sub-national,2005,Thailand
629,Governance,National,2005,Sweden
629,Governance,National,2005,Sweden
645,Ecological,Local,2005,Brazil
645,Ecological,Local,2005,Brazil
645,Social/Cultural,Local,2005,Brazil
645,Governance,Local,2005,Brazil
645,Governance,Local,2005,Brazil
681,Ecological,Local,2005,Nigeria
681,Governance,Local,2005,Nigeria
702,Ecological,Local,2005,Brazil
702,Ecological,Local,2005,Brazil
709,Social/Cultural,National,2005,Finland
709,Social/Cultural,National,2005,Finland
710,Ecological,National,2005,Finland
766,Ecological,National,2005,Belize
766,Ecological,National,2005,Belize
766,Ecological,National,2005,Belize
766,Ecological,National,2005,Belize
766,Governance,National,2005,Belize
766,Governance,National,2005,Belize
781,Governance,National,2005,Sweden
781,Governance,National,2005,Sweden
782,Governance,National,2005,Norway
895,Economic,National,2005,Nigeria
895,Economic,National,2005,Nigeria
895,Economic,National,2005,Nigeria
895,Ecological,National,2005,Nigeria
895,Ecological,National,2005,Nigeria
895,Social/Cultural,National,2005,Nigeria
895,Social/Cultural,National,2005,Nigeria
895,Governance,National,2005,Nigeria
905,Economic,National,2005,South Africa
905,Ecological,National,2005,South Africa
905,Ecological,National,2005,South Africa
905,Ecological,National,2005,South Africa
905,Governance,National,2005,South Africa
929,Ecological,Sub-national,2005,United Kingdom
929,Governance,Sub-national,2005,United Kingdom
929,Governance,Sub-national,2005,United Kingdom
929,Governance,Sub-national,2005,United Kingdom
930,Ecological,Sub-national,2005,Spain
930,Ecological,Sub-national,2005,Spain
945,Ecological,National,2005,Nicaragua
945,Ecological,National,2005,Nicaragua
996,Economic,Sub-national,2005,Fiji
996,Social/Cultural,Sub-national,2005,Fiji
996,Social/Cultural,Sub-national,2005,Fiji
1009,Governance,Local,2005,Papua New Guinea
1009,Governance,Local,2005,Papua New Guinea
1009,Governance,Local,2005,Papua New Guinea
1047,Economic,Sub-national,2005,India
1047,Economic,Sub-national,2005,India
1047,Social/Cultural,Sub-national,2005,India
1047,Governance,Sub-national,2005,India
3801,Economic,National,2005,Thailand
3801,Ecological,National,2005,Thailand
3801,Social/Cultural,National,2005,Thailand
23,Economic,Sub-national,2006,Canada
23,Ecological,Sub-national,2006,Canada
23,Ecological,Sub-national,2006,Canada
23,Ecological,Sub-national,2006,Canada
23,Social/Cultural,Sub-national,2006,Canada
23,Social/Cultural,Sub-national,2006,Canada
23,Social/Cultural,Sub-national,2006,Canada
23,Governance,Sub-national,2006,Canada
119,Governance,National,2006,Canada
151,Economic,National,2006,South Africa
151,Economic,National,2006,South Africa
151,Economic,National,2006,South Africa
151,Economic,National,2006,South Africa
151,Ecological,National,2006,South Africa
151,Ecological,National,2006,South Africa
169,Ecological,National,2006,South Africa
170,Ecological,National,2006,South Africa
170,Ecological,National,2006,South Africa
212,Economic,National,2006,South Africa
212,Ecological,National,2006,South Africa
217,Economic,National,2006,South Africa
217,Economic,National,2006,South Africa
217,Economic,National,2006,South Africa
217,Ecological,National,2006,South Africa
246,Ecological,National,2006,South Africa
246,Ecological,National,2006,South Africa
246,Governance,National,2006,South Africa
246,Governance,National,2006,South Africa
312,Governance,National,2006,South Africa
312,Governance,National,2006,South Africa
312,Governance,National,2006,South Africa
323,Economic,Sub-national,2006,Cambodia
323,Economic,Sub-national,2006,Cambodia
323,Economic,Sub-national,2006,Cambodia
323,Economic,Sub-national,2006,Cambodia
323,Ecological,Sub-national,2006,Cambodia
341,Ecological,National,2006,Kenya
341,Ecological,National,2006,Kenya
341,Ecological,National,2006,Kenya
341,Ecological,National,2006,Kenya
341,Governance,National,2006,Kenya
341,Governance,National,2006,Kenya
362,Ecological,Local,2006,Indonesia
376,Social/Cultural,Sub-national,2006,Canada
376,Social/Cultural,Sub-national,2006,Canada
376,Social/Cultural,Sub-national,2006,Canada
376,Governance,Sub-national,2006,Canada
376,Governance,Sub-national,2006,Canada
376,Governance,Sub-national,2006,Canada
383,Governance,Sub-national,2006,United States of America
397,Economic,Sub-national,2006,United States of America
397,Governance,Sub-national,2006,United States of America
397,Governance,Sub-national,2006,United States of America
403,Social/Cultural,Sub-national,2006,Canada
403,Social/Cultural,Sub-national,2006,Canada
403,Governance,Sub-national,2006,Canada
429,Social/Cultural,National,2006,Greece
429,Social/Cultural,National,2006,Greece
429,Governance,National,2006,Greece
429,Governance,National,2006,Greece
431,Governance,National,2006,Costa Rica
431,Governance,National,2006,Costa Rica
431,Governance,National,2006,Costa Rica
442,Economic,National,2006,Zimbabwe
442,Social/Cultural,National,2006,Zimbabwe
442,Social/Cultural,National,2006,Zimbabwe
469,Economic,Sub-national,2006,Greece
469,Ecological,Sub-national,2006,Greece
469,Social/Cultural,Sub-national,2006,Greece
470,Ecological,Local,2006,Spain
470,Ecological,Local,2006,Spain
470,Ecological,Local,2006,Spain
476,Social/Cultural,National,2006,South Africa
476,Governance,National,2006,South Africa
489,Ecological,Sub-national,2006,Brazil
489,Ecological,Sub-national,2006,Brazil
489,Ecological,Sub-national,2006,Brazil
489,Social/Cultural,Sub-national,2006,Brazil
489,Governance,Sub-national,2006,Brazil
503,Economic,National,2006,Ethiopia
503,Ecological,National,2006,Ethiopia
503,Ecological,National,2006,Ethiopia
537,Economic,National,2006,Chile
537,Economic,National,2006,Chile
537,Economic,National,2006,Chile
537,Ecological,National,2006,Chile
537,Ecological,National,2006,Chile
537,Ecological,National,2006,Chile
537,Social/Cultural,National,2006,Chile
537,Social/Cultural,National,2006,Chile
537,Governance,National,2006,Chile
537,Governance,National,2006,Chile
537,Governance,National,2006,Chile
537,Governance,National,2006,Chile
537,Governance,National,2006,Chile
537,Governance,National,2006,Chile
537,Governance,National,2006,Chile
537,Governance,National,2006,Chile
542,Economic,Local,2006,Spain
542,Economic,Local,2006,Spain
542,Economic,Local,2006,Spain
542,Ecological,Local,2006,Spain
542,Ecological,Local,2006,Spain
542,Ecological,Local,2006,Spain
542,Social/Cultural,Local,2006,Spain
542,Social/Cultural,Local,2006,Spain
542,Social/Cultural,Local,2006,Spain
542,Governance,Local,2006,Spain
542,Governance,Local,2006,Spain
542,Governance,Local,2006,Spain
584,Ecological,Sub-national,2006,Thailand
584,Social/Cultural,Sub-national,2006,Thailand
599,Governance,Sub-national,2006,Canada
608,Social/Cultural,Sub-national,2006,Thailand
608,Social/Cultural,Sub-national,2006,Thailand
608,Social/Cultural,Sub-national,2006,Thailand
608,Social/Cultural,Sub-national,2006,Thailand
608,Governance,Sub-national,2006,Thailand
608,Governance,Sub-national,2006,Thailand
609,Economic,Sub-national,2006,Thailand
609,Ecological,Sub-national,2006,Thailand
609,Ecological,Sub-national,2006,Thailand
609,Ecological,Sub-national,2006,Thailand
609,Social/Cultural,Sub-national,2006,Thailand
615,Social/Cultural,Local,2006,Cote d'Ivoire
615,Social/Cultural,Local,2006,Cote d'Ivoire
615,Social/Cultural,Local,2006,Cote d'Ivoire
615,Social/Cultural,Local,2006,Cote d'Ivoire
615,Social/Cultural,Local,2006,Cote d'Ivoire
615,Social/Cultural,Local,2006,Cote d'Ivoire
615,Governance,Local,2006,Cote d'Ivoire
615,Governance,Local,2006,Cote d'Ivoire
646,Ecological,Local,2006,Trinidad and Tobago
646,Ecological,Local,2006,Trinidad and Tobago
646,Governance,Local,2006,Trinidad and Tobago
646,Governance,Local,2006,Trinidad and Tobago
646,Governance,Local,2006,Trinidad and Tobago
647,Ecological,Local,2006,Colombia
647,Ecological,Local,2006,Colombia
667,Ecological,Sub-national,2006,Philippines
667,Governance,Sub-national,2006,Philippines
691,Economic,National,2006,New Zealand
691,Social/Cultural,National,2006,New Zealand
691,Governance,National,2006,New Zealand
718,Ecological,Local,2006,Brazil
731,Ecological,Local,2006,South Africa
738,Social/Cultural,National,2006,Iceland
738,Social/Cultural,National,2006,Iceland
738,Social/Cultural,National,2006,Iceland
738,Social/Cultural,National,2006,Iceland
742,Ecological,Local,2006,Mexico
742,Social/Cultural,Local,2006,Mexico
742,Social/Cultural,Local,2006,Mexico
742,Governance,Local,2006,Mexico
742,Governance,Local,2006,Mexico
742,Governance,Local,2006,Mexico
742,Governance,Local,2006,Mexico
742,Governance,Local,2006,Mexico
742,Governance,Local,2006,Mexico
772,Ecological,Local,2006,Chile
772,Ecological,Local,2006,Chile
772,Ecological,Local,2006,Chile
772,Social/Cultural,Local,2006,Chile
772,Social/Cultural,Local,2006,Chile
772,Social/Cultural,Local,2006,Chile
772,Governance,Local,2006,Chile
772,Governance,Local,2006,Chile
772,Governance,Local,2006,Chile
772,Governance,Local,2006,Chile
772,Governance,Local,2006,Chile
772,Governance,Local,2006,Chile
772,Governance,Local,2006,Chile
774,Economic,National,2006,Estonia
774,Economic,National,2006,Estonia
774,Ecological,National,2006,Estonia
774,Social/Cultural,National,2006,Estonia
774,Governance,National,2006,Estonia
830,Economic,National,2006,South Africa
830,Social/Cultural,National,2006,South Africa
830,Social/Cultural,National,2006,South Africa
830,Governance,National,2006,South Africa
842,Economic,Sub-national,2006,Kenya
842,Social/Cultural,Sub-national,2006,Kenya
842,Social/Cultural,Sub-national,2006,Kenya
881,Social/Cultural,National,2006,Uganda
881,Social/Cultural,National,2006,Uganda
881,Social/Cultural,National,2006,Uganda
881,Governance,National,2006,Uganda
881,Governance,National,2006,Uganda
881,Governance,National,2006,Uganda
881,Governance,National,2006,Uganda
881,Governance,National,2006,Uganda
881,Governance,National,2006,Uganda
884,Ecological,Sub-national,2006,South Africa
897,Economic,National,2006,South Africa
897,Ecological,National,2006,South Africa
897,Ecological,National,2006,South Africa
897,Ecological,National,2006,South Africa
897,Social/Cultural,National,2006,South Africa
897,Social/Cultural,National,2006,South Africa
917,Governance,National,2006,Denmark
917,Governance,National,2006,Denmark
917,Governance,National,2006,Denmark
968,Ecological,Local,2006,Uruguay
968,Social/Cultural,Local,2006,Uruguay
968,Governance,Local,2006,Uruguay
971,Ecological,Local,2006,Jamaica
971,Social/Cultural,Local,2006,Jamaica
971,Governance,Local,2006,Jamaica
995,Economic,National,2006,Papua New Guinea
995,Ecological,National,2006,Papua New Guinea
995,Ecological,National,2006,Papua New Guinea
995,Social/Cultural,National,2006,Papua New Guinea
995,Governance,National,2006,Papua New Guinea
995,Governance,National,2006,Papua New Guinea
995,Governance,National,2006,Papua New Guinea
1012,Economic,Sub-national,2006,Solomon Islands
1012,Ecological,Sub-national,2006,Solomon Islands
1012,Ecological,Sub-national,2006,Solomon Islands
1012,Social/Cultural,Sub-national,2006,Solomon Islands
3763,Economic,National,2006,South Africa
3763,Economic,National,2006,South Africa
3763,Economic,National,2006,South Africa
3763,Economic,National,2006,South Africa
3763,Economic,National,2006,South Africa
3763,Ecological,National,2006,South Africa
3763,Ecological,National,2006,South Africa
3763,Social/Cultural,National,2006,South Africa
3763,Social/Cultural,National,2006,South Africa
3763,Governance,National,2006,South Africa
3763,Governance,National,2006,South Africa
81,Social/Cultural,Sub-national,2007,United States of America
81,Social/Cultural,Sub-national,2007,United States of America
81,Social/Cultural,Sub-national,2007,United States of America
81,Social/Cultural,Sub-national,2007,United States of America
81,Governance,Sub-national,2007,United States of America
97,Ecological,Sub-national,2007,Canada
97,Ecological,Sub-national,2007,Canada
97,Governance,Sub-national,2007,Canada
97,Governance,Sub-national,2007,Canada
101,Social/Cultural,Sub-national,2007,United States of America
101,Social/Cultural,Sub-national,2007,United States of America
101,Social/Cultural,Sub-national,2007,United States of America
101,Social/Cultural,Sub-national,2007,United States of America
101,Social/Cultural,Sub-national,2007,United States of America
101,Governance,Sub-national,2007,United States of America
101,Governance,Sub-national,2007,United States of America
101,Governance,Sub-national,2007,United States of America
168,Economic,National,2007,Ghana
168,Ecological,National,2007,Ghana
168,Social/Cultural,National,2007,Ghana
168,Social/Cultural,National,2007,Ghana
168,Social/Cultural,National,2007,Ghana
225,Economic,Sub-national,2007,Argentina
225,Ecological,Sub-national,2007,Argentina
225,Ecological,Sub-national,2007,Argentina
225,Ecological,Sub-national,2007,Argentina
225,Social/Cultural,Sub-national,2007,Argentina
225,Social/Cultural,Sub-national,2007,Argentina
225,Social/Cultural,Sub-national,2007,Argentina
